SUBSTANCIA;CNPJ;LABORATORIO;APRESENTACAO;REGIME_DE_PRECO;PRECO_SEM_IMPOSTOS;TARJA
CLORIDRATO DE CIPROFLOXACINO;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;3,5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;Regulado;14.77;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;3,5 MG/G POM OFT CT BG AL X 3,5 G;Regulado;18.94;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;500 MG COM REV CT BL AL PLAS PVC TRANS X 14;Regulado;32.14;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO;02.501.297/0001-02;PHARLAB IND_STRIA FARMAC_UTICA S.A.;500 MG COM REV CT BL AL PLAS PVC TRANS X 500;Regulado;1082.53;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;135.77;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;500 MG COM REV CT BL AL PVC INC X 14;Regulado;27.31;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;500 MG COM REV CT BL AL PVC TRANS X 7;Regulado;15.01;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;500 MG COM REV CT BL AL PVC TRANS X 14;Regulado;27.31;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;500 MG COM  REV CT BL AL PLAS TRANS X 140 (EMB FRAC);Regulado;976.36;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;46.179.008/0001-68;BRASTERAPICA IND_STRIA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;24.45;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;46.179.008/0001-68;BRASTERAPICA IND_STRIA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 210;Regulado;168.65;Venda Livre/Sem Tarja (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;46.179.008/0001-68;BRASTERAPICA IND_STRIA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;27.7;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;500 MG COM REV CT BL AL PVC TRANS X 6_;Regulado;12.08;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;48.113.906/0001-49;1FARMA INDUSTRIA FARMACEUTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;135.77;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;500 MG COM REV CT BL AL PLAS INC X 14;Regulado;56.67;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;79.96;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;02.814.497/0001-07;CIMED IND_STRIA DE MEDICAMENTOS LTDA;500 MG COM REV CT BL AL PLAS TRANS X 10;Regulado;28.6;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;500 MG COM REV CT  BL AL PLAS TRANS X 6_;Regulado;26.27;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;38.24;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;3 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML;Regulado;15.05;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;3,0 MG/ML SOL OTO CT FR PLAS OPC GOT X 5 ML;Regulado;18.07;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;33.069.212/0001-84;MERCK S/A;500 MG COM REV CT BL AL PLAS INC X 6_;Regulado;40.14;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;33.069.212/0001-84;MERCK S/A;500 MG COM REV CT BL AL PLAS INC X 14;Regulado;93.76;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;57.507.378/0003-65;EMS S/A;250 MG COM REV CT BL AL PLAS OPC X 6_;Regulado;22.32;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;57.507.378/0003-65;EMS S/A;250 MG COM REV CT BL AL PLAS OPC X 14;Regulado;25.45;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;57.507.378/0003-65;EMS S/A;500 MG COM REV CT BL AL PLAS OPC X 6_;Regulado;34.27;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;57.507.378/0003-65;EMS S/A;500 MG COM REV CT BL AL PLAS OPC X 14;Regulado;38.25;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;57.507.378/0003-65;EMS S/A;3,5 MG/ML SOL OFT CT FR GOT PLAS TRANSL X 5 ML;Regulado;9.9;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;83.874.628/0001-43;LABORAT_RIO FARMAC_UTICO ELOFAR LTDA;500 MG COM REV CT STR AL/PE X 6;Regulado;26.23;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;83.874.628/0001-43;LABORAT_RIO FARMAC_UTICO ELOFAR LTDA;500 MG COM REV CT STR AL/PE X 14;Regulado;31.79;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;17.115.437/0001-73;LABORAT_RIO GLOBO LTDA;500 MG COM REV CT BL AL PLAS INC X 14;Regulado;23.92;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;250 MG COM REV CT BL AL PLAS OPC X 14;Regulado;85.95;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;500 MG COM REV CT BL AL PLAS OPC X 14;Regulado;135.76;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;3 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;Regulado;9.87;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;53.162.095/0001-06;BIOSINT_TICA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 6_;Regulado;42.61;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;53.162.095/0001-06;BIOSINT_TICA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;92.59;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;92.265.552/0001-40;MULTILAB IND_STRIA E COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14_;Regulado;22.01;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;60.084.456/0001-09;LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA;3,5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;Regulado;14.31;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;60.084.456/0001-09;LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA;3,5 MG/G POM OFT CT BG AL X 3,5 G;Regulado;18.35;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;92.265.552/0001-40;MULTILAB IND_STRIA E COM_RCIO DE PRODUTOS FARMAC_UTICOS LTDA;500 MG COM REV CT BL AL PLAS INC X 14_;Regulado;22.01;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;72.593.791/0001-11;NOVA QUIMICA FARMAC_UTICA S/A;500 MG COM REV CT BL AL PLAS OPC  X  14;Regulado;105.71;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;72.593.791/0001-11;NOVA QUIMICA FARMAC_UTICA S/A;500 MG COM REV CT BL AL PLAS OPC X 6_;Regulado;50.82;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;500 MG COM REV CT  BL AL PLAS PVDC OPC X 14;Regulado;37.01;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;500 MG COM REV CT  BL AL PLAS PVDC OPC X 10;Regulado;32.36;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;750 MG COM REV CT  BL AL PLAS OPC X 10;Regulado;47.97;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 6;Regulado;36.21;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 10;Regulado;36.82;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;40.36;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;500 MG COM REV CT 2 BL AL PLAS TRANS X 07;Regulado;22.82;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;40.69;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;500 MG COM REV CT BL AL PLAS TRANS X 300_;Regulado;1078.59;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS OPC X 14;Regulado;24.45;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;27.67;Tarja Vermelha
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 7;Regulado;27.31;Tarja Vermelha (*)
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;10.588.595/0010-92;SANOFI MEDLEY FARMAC_UTICA LTDA.;500 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;22.89;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;CIPROFLOXACINO";29.785.870/0001-03;LABORAT_RIO NEO QU_MICA COM_RCIO E IND_STRIA LTDA;500 MG COM REV CT  BL AL PLAS INC X 6_;Regulado;25.21;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML_;Regulado;15.26;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;3,0 MG/ML+1,0 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML;Regulado;22.18;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;3 MG/G + 1 MG/G POM OFT CT BG AL X 3,5 G;Regulado;23.03;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;(3+1) MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;Regulado;18.37;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;(3+1) MG/G POM OFT CT BG AL X 3,5 G;Regulado;17.55;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";45.992.062/0001-65;GERMED FARMACEUTICA LTDA;3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML;Regulado;15.26;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";60.084.456/0001-09;LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA;(3,5 + 1) MG/G POM OFT CT BG AL X 3,5 G;Regulado;22.53;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;3,5 MG/ML + 1 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;Regulado;15.06;Tarja Vermelha (*)
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;3,5 MG/ML + 1 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML;Regulado;17.93;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA";05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;3,5 MG/G + 1,0 MG/G POM OFT CT BG AL X 3,5G;Regulado;23.87;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;CIPROFLOXACINO";18.459.628/0001-15;BAYER S.A.;500 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 7_;Regulado;136.23;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;CIPROFLOXACINO";18.459.628/0001-15;BAYER S.A.;1000 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 3;Regulado;89.38;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;CIPROFLOXACINO";18.459.628/0001-15;BAYER S.A.;1000 MG COM REV MULT LIB PROL CT BL AL PLAS(PP) INC X 7;Regulado;208.53;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;CIPROFLOXACINO";18.459.628/0001-15;BAYER S.A.;500 MG COM REV MULT LIB PROL  CT BL AL PLAS(PP) INC X 3_;Regulado;58.38;Tarja Vermelha (*)
"CLORIDRATO DE CIPROFLOXACINO;CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO";29.785.870/0001-03;LABORAT_RIO NEO QU_MICA COM_RCIO E IND_STRIA LTDA;500 MG COM REV CT BL AL PLAS INC X 14;Regulado;36.69;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";43.426.626/0001-77;ALLERGAN PRODUTOS FARMAC_UTICOS LTDA;3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML;Regulado;23.47;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";43.426.626/0001-77;ALLERGAN PRODUTOS FARMAC_UTICOS LTDA;3,5 MG/G + 1,0 MG/G POM OFT CT BG AL X 3,5 G;Regulado;25.75;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;(3,5 + 1) MG/G POM OFT CT BG AL X 3,5 G;Regulado;23.26;Tarja Vermelha (*)
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;(3,5 + 1,0) MG/ML SUS OFT CT FR GOT PLAS OPC X 5 ML;Regulado;21.16;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";45.992.062/0001-65;GERMED FARMACEUTICA LTDA;3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML_;Regulado;15.26;Tarja Vermelha
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML_;Regulado;15.26;Tarja Vermelha (*)
"CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA";57.507.378/0003-65;EMS S/A;3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML_;Regulado;15.26;Tarja Vermelha (*)
"CLORIDRATO DE CIPROFLOXACINO;HIDROCORTISONA";33.349.473/0001-58;FARMOQU_MICA S/A;2,0 MG + 10 MG/ML SUS OTO CT FR PLAS TRANS + GOT  X 5 ML__;Regulado;23.12;Tarja Vermelha
CLORIDRATO DE CLINDAMICINA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;300 MG CAP DURA CT BL AL PLAS PVC TRANS X 320;Regulado;896.29;Tarja Vermelha
CLORIDRATO DE CLINDAMICINA;57.507.378/0003-65;EMS S/A;300 MG CAP GEL DURA CT BL AL PLAS OPC X 16;Regulado;44.62;Tarja Vermelha (*)
CLORIDRATO DE CLINDAMICINA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;300 MG CAP DURA CT BL AL PLAS TRANS X 16;Regulado;54.44;Tarja Vermelha (*)
CLORIDRATO DE CLINDAMICINA;17.159.229/0001-76;LABORAT_RIO TEUTO BRASILEIRO S/A;300 MG CAP DURA CT BL AL PLAS PVC TRANS X 16;Regulado;44.83;Tarja Vermelha (*)
CLORIDRATO DE CLINDAMICINA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;300 MG CAP GEL DURA CT BL AL PLAS TRANS  X 16_;Regulado;55.09;Tarja Vermelha
CLORIDRATO DE CLINDAMICINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;300 MG CAP GEL DURA CT BL AL PLAS OPC X 16;Regulado;44.25;Tarja Vermelha
CLORIDRATO DE CLINDAMICINA MONOIDRATADO;61.072.393/0001-33;WYETH IND_STRIA FARMAC_UTICA LTDA;300 MG CAP DURA CT BL AL PLAS TRANS X 16;Regulado;84.77;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;25 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;26.36;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;10 MG COM REV CT BL AL PLAS INC X 20;Regulado;7.49;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;25 MG COM REV CT BL AL PLAS PVDC OPC X 20;Regulado;17.06;Tarja Vermelha (*)
CLORIDRATO DE CLOMIPRAMINA;43.640.754/0001-19;FUNDA__O PARA O REM_DIO POPULAR - FURP;25 MG COM REV CT BL AL PLAS PVDC OPC X 500;Regulado;428.6;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;57.507.378/0003-65;EMS S/A;25 MG COM REV CT BL AL PLAS PVDC OPC X 20;Regulado;17.11;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;25 MG COM REV CT BL AL PLAS PVDC OPC X 20;Regulado;16.97;Tarja Vermelha (*)
CLORIDRATO DE CLOMIPRAMINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;25 MG COM REV CT BL AL PLAS TRANS X 30;Regulado;39.55;Tarja Vermelha (*)
CLORIDRATO DE CLOMIPRAMINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;25 MG COM REV CT BL AL PLAS TRANS X 60;Regulado;79.1;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;75 MG COM LIB LENTA CT BL AL PLAS TRANS X 20;Regulado;24.22;Tarja Vermelha (*)
CLORIDRATO DE CLOMIPRAMINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;25 MG COM REV CT BL AL PLAS TRANS X 20;Regulado;15.27;Tarja Vermelha (*)
CLORIDRATO DE CLOMIPRAMINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;75 MG COM LIB LENTA CT BL AL PLAS TRANS X 20;Regulado;56.19;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;25 MG COM REV CT BL AL PLAS INC X 20;Regulado;16.65;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;75 MG COM ABS RET CT BL AL PLAS INC X 20;Regulado;25.28;Tarja Vermelha
CLORIDRATO DE CLOMIPRAMINA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;25 MG COM REV CT BL AL PLAS PVDC OPC X 20;Regulado;16.65;Tarja Vermelha
CLORIDRATO DE CLONIDINA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;150 MCG/ML SOL INJ CX 30 EST X AMP VD AMB X 1 ML (EMB. HOSP.);Regulado;182.63;Tarja Vermelha (*)
CLORIDRATO DE CLONIDINA;60.831.658/0001-77;BOEHRINGER INGELHEIM DO BRASIL QU_MICA E FARMAC_UTICA LTDA.;0,10 MG COM CT BL AL PLAS TRANS X 30;Regulado;4.73;Tarja Vermelha
CLORIDRATO DE CLONIDINA;60.831.658/0001-77;BOEHRINGER INGELHEIM DO BRASIL QU_MICA E FARMAC_UTICA LTDA.;0,15 MG COM CT BL AL PLAS TRANS X 30;Regulado;5.9;Tarja Vermelha
CLORIDRATO DE CLONIDINA;60.831.658/0001-77;BOEHRINGER INGELHEIM DO BRASIL QU_MICA E FARMAC_UTICA LTDA.;0,20 MG COM CT BL AL PLAS TRANS X 30;Regulado;7.32;Tarja Vermelha
CLORIDRATO DE CLONIDINA;01.571.702/0001-98;HALEX ISTAR IND_STRIA FARMAC_UTICA SA;150 MCG/ML SOL INJ IT/IM/IV/EPI CT 5 AMP VD AMB X 1 ML;Regulado;30.44;Tarja Vermelha (*)
CLORIDRATO DE CLONIDINA;01.571.702/0001-98;HALEX ISTAR IND_STRIA FARMAC_UTICA SA;150 MCG/ML SOL INJ IT/IM/IV/EPI CT 10 AMP VD AMB X 1 ML;Regulado;60.87;Tarja Vermelha (*)
CLORIDRATO DE CLONIDINA;01.571.702/0001-98;HALEX ISTAR IND_STRIA FARMAC_UTICA SA;150 MCG/ML SOL INJ IT/IM/IV/EPI CT 25 AMP VD AMB X 1 ML;Regulado;152.19;Tarja Vermelha (*)
CLORIDRATO DE CLONIDINA;01.571.702/0001-98;HALEX ISTAR IND_STRIA FARMAC_UTICA SA;150 MCG/ML SOL INJ IT/IM/IV/EPI CX 50 AMP VD AMB X 1 ML;Regulado;304.37;Tarja Vermelha (*)
CLORIDRATO DE CLONIDINA;01.571.702/0001-98;HALEX ISTAR IND_STRIA FARMAC_UTICA SA;150 MCG/ML SOL INJ IT/IM/IV/EPI CX 100 AMP VD AMB X 1 ML;Regulado;608.76;Sem Informa__es de tarja (*)
CLORIDRATO DE CLORPROMAZINA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;5 MG/ML SOL INJ IM CX 10 AMP VD AMB X 5 ML;Regulado;18.83;Tarja Vermelha
CLORIDRATO DE CLORPROMAZINA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;5 MG/ML SOL INJ IM CX 50 AMP VD AMB X 5 ML;Regulado;100.68;Tarja Vermelha (*)
CLORIDRATO DE CLORPROMAZINA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;40 MG/ML SOL OR CX 10 FR VD AMB X 20 ML;Regulado;48;Tarja Vermelha (*)
CLORIDRATO DE CLORPROMAZINA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;25 MG COM REV CX 20 BL AL PLAS TRANS X 10;Regulado;38.89;Tarja Vermelha
CLORIDRATO DE CLORPROMAZINA;44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;100 MG COM REV CX 20 BL AL PLAS TRANS X 10;Regulado;63.57;Tarja Vermelha
CLORIDRATO DE CLORPROMAZINA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;5 MG/ML SOL INJ CT 50 AMP VD AMB X 5 ML ( EMB HOSP);Regulado;73.29;Tarja Vermelha (*)
CLORIDRATO DE CLORPROMAZINA;60.665.981/0001-18;UNI_O QU_MICA FARMAC_UTICA NACIONAL S/A;100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 100;Regulado;22.17;Tarja Preta
CLORIDRATO DE CLORPROMAZINA;02.685.377/0001-57;SANOFI-AVENTIS FARMAC_UTICA LTDA;5 MG/ML SOL INJ CX 5  AMP VD AMB X 5 ML;Regulado;9.42;Tarja Vermelha
CLORIDRATO DE CLORPROMAZINA;17.174.657/0001-78;HYPOFARMA - INSTITUTO DE HYPODERMIA E FARM_CIA LTDA;5 MG/ML SOL INJ CX 50 AMP VD AMB X 5 ML;Regulado;58.49;Tarja Vermelha (*)
